sampledate,year,daynum,stratFlag,thermocline,layer,temp,o2,tp,doc
1995-09-25,1995,268,TRUE,14.551552917607866,hypo,11.696469804209404,0.2988831610837404,NA,NA
1995-10-11,1995,284,TRUE,18.817214991988152,all,14.964142415613443,7.458654070554085,NA,NA
1995-10-11,1995,284,TRUE,18.817214991988152,epi,15.06585999291701,7.721402431826231,109.47762955967418,NA
1995-10-11,1995,284,TRUE,18.817214991988152,hypo,13.26804853289336,3.0774458264919855,NA,NA
1995-10-25,1995,298,FALSE,NA,all,11.431974090972036,8.534881089623234,155.76083358624976,NA
1995-11-10,1995,314,FALSE,NA,all,7.4,11.244632267602292,143.77469701568177,NA
1995-12-06,1995,340,FALSE,NA,all,2.3,11.333795447647734,123.77469701568178,NA
1996-04-09,1996,100,FALSE,NA,all,3.7876492088085882,15.042184783130214,124.77469701568178,NA
1996-04-17,1996,108,FALSE,NA,all,4.5,13.947521667339556,122.54939403136355,6.3335181790590935
1996-05-01,1996,122,FALSE,NA,all,7.296558421850668,11.481033342258993,106.31022761761331,6.317399374654175
1996-05-14,1996,135,FALSE,NA,all,8.887747216163621,9.547808559673337,99.78856044511379,NA
1996-05-28,1996,149,TRUE,19.072866290742414,all,11.494582262089382,9.85575686762671,NA,NA
1996-05-28,1996,149,TRUE,19.072866290742414,epi,11.57636678200692,9.959434832756632,109.58333333333333,NA
1996-05-28,1996,149,TRUE,19.072866290742414,hypo,9.200000000000001,6.94692253080456,NA,NA
1996-06-10,1996,162,TRUE,12.926440627641787,all,13.583231358526023,8.541897451104795,115.6031280981701,6.602222012872476
1996-06-10,1996,162,TRUE,12.926440627641787,epi,14.350650543395071,9.072325118628502,104.45140058166233,6.655908464717587
1996-06-10,1996,162,TRUE,12.926440627641787,hypo,11.53355492282792,7.125194412658908,145.38793613865764,6.458832510195471
1996-06-26,1996,178,TRUE,9.080955534049869,all,16.636895346972047,7.113363602501569,NA,NA
1996-06-26,1996,178,TRUE,9.080955534049869,epi,19.538616328095056,8.14472978152549,88,NA
1996-06-26,1996,178,TRUE,9.080955534049869,hypo,12.611077850718894,5.682456897284399,NA,NA
1996-07-08,1996,190,TRUE,9.661656409633066,all,18.862569421164636,6.476034585395772,124.59361136916235,7.100781722750123
1996-07-08,1996,190,TRUE,9.661656409633066,epi,23.45810655423534,9.664814105021081,83.99391529321579,7.296142200076658
1996-07-08,1996,190,TRUE,9.661656409633066,hypo,12.486769020177423,2.0519550597230407,180.92120725739616,6.829740629270094
1996-07-22,1996,204,TRUE,10.38206563795877,all,18.387152504267895,6.107036631956535,NA,NA
1996-07-22,1996,204,TRUE,10.38206563795877,epi,21.837238346525947,9.23060686015831,54.35584872471416,NA
1996-07-22,1996,204,TRUE,10.38206563795877,hypo,12.432805514030896,0.7162081605946782,NA,NA
1996-08-05,1996,218,TRUE,10.127608182557582,all,18.052995547011808,5.527575175383923,133.52480968026,3.361931914943871
1996-08-05,1996,218,TRUE,10.127608182557582,epi,21.437889182058047,8.60872471416007,54.71354441512753,3.5276103781882147
1996-08-05,1996,218,TRUE,10.127608182557582,hypo,12.211160836337244,0.2099586517688376,269.5416050829734,3.075994954511493
1996-08-19,1996,232,TRUE,10.196411700464832,all,18.567506262451253,4.528769513742891,NA,NA
1996-08-19,1996,232,TRUE,10.196411700464832,epi,22.271240105540898,6.8051890941073,25.42339489885664,NA
1996-08-19,1996,232,TRUE,10.196411700464832,hypo,12.175399668719072,0.6,NA,NA
1996-09-05,1996,249,TRUE,9.18193083555965,all,19.17731691050618,3.5531385423499877,143.87632343159535,6.194117753896436
1996-09-05,1996,249,TRUE,9.18193083555965,epi,23.49948256036796,5.9759294748945955,19.01700843234956,6.239360387121502
1996-09-05,1996,249,TRUE,9.18193083555965,hypo,13.180789260840912,0.19178361213655767,317.1048378767059,6.131348595318154
1996-09-16,1996,260,TRUE,12.195403397647782,all,16.73386539525902,4.857122942879204,NA,NA
1996-09-16,1996,260,TRUE,12.195403397647782,epi,18.555870197459054,6.633506811572019,31.53551201591918,NA
1996-09-16,1996,260,TRUE,12.195403397647782,hypo,11.8675284800105,0.11263358399617986,NA,NA
1996-10-16,1996,290,TRUE,14.36859481591822,all,13.751725915135198,6.8401901395031866,NA,NA
1996-10-16,1996,290,TRUE,14.36859481591822,epi,13.938785046728972,7.777446399120396,105.66822429906541,NA
1996-10-16,1996,290,TRUE,14.36859481591822,hypo,12.952532570683449,2.8358469227363563,NA,NA
1996-11-08,1996,313,FALSE,NA,all,9,10.25600811687245,134.90055763424132,5.512483238177236
1996-11-25,1996,330,FALSE,NA,all,4.197694403284205,11.208586683188795,133.77469701568177,6.782686373293172
1997-01-14,1997,14,FALSE,NA,all,0.7074763153523171,12.889835203050929,124.25302984318225,NA
1997-02-17,1997,48,FALSE,NA,all,1.1163518945456765,13.269906081810605,123.83284160131007,6.29721150085376
1997-04-09,1997,99,FALSE,NA,all,3.7851317850780286,14.329802584390949,153.32409104704533,6.569870085989195
1997-04-21,1997,111,FALSE,NA,all,4.982168433172182,12.175116662369744,141.986136570568,NA
1997-05-02,1997,122,FALSE,NA,all,7.653078176185239,11.652944976570879,146.95840971170395,6.2582092254702735
1997-05-13,1997,133,TRUE,11.084709854832239,all,9.957043196759829,11.343343712168304,NA,NA
1997-05-13,1997,133,TRUE,11.084709854832239,epi,10.022309325494039,11.609456148946595,126.67842560836192,6.985485056344929
1997-05-13,1997,133,TRUE,11.084709854832239,hypo,9.817119629124164,10.772827239560042,NA,NA
1997-05-28,1997,148,TRUE,13.141954206744236,all,11.505644714908357,9.637161963262319,NA,NA
1997-05-28,1997,148,TRUE,13.141954206744236,epi,11.650751879699248,9.715948525159051,159.2687246963563,NA
1997-05-28,1997,148,TRUE,13.141954206744236,hypo,11.019192253682428,9.373040498264876,NA,NA
1997-06-11,1997,162,TRUE,8.608556987152749,all,14.388665804830222,9.502107138643312,125.53446584542017,6.608426615386119
1997-06-11,1997,162,TRUE,8.608556987152749,epi,16.226713197969545,10.844945008460236,117.63409475465313,6.810970547800339
1997-06-11,1997,162,TRUE,8.608556987152749,hypo,12.344382763300063,8.008597942396408,134.32128750351984,6.383156512044536
1997-06-25,1997,176,TRUE,9.552546227370934,all,17.96038209789084,7.6752033155903465,NA,NA
1997-06-25,1997,176,TRUE,9.552546227370934,epi,21.568340360291298,9.296224607129169,68,NA
1997-06-25,1997,176,TRUE,9.552546227370934,hypo,12.954738346126152,5.426215242743233,NA,NA
1997-07-24,1997,205,TRUE,10.66746114908704,all,19.373889140990762,5.686980099484109,NA,NA
1997-07-24,1997,205,TRUE,10.66746114908704,epi,22.545857519788918,8.609709762532981,49.8896218117854,NA
1997-07-24,1997,205,TRUE,10.66746114908704,hypo,13.89953249221174,0.6427732686588826,NA,NA
1997-08-06,1997,218,TRUE,10.864892725865822,all,19.50272235478117,5.367792258696152,175.35896470924328,6.323592818596676
1997-08-06,1997,218,TRUE,10.864892725865822,epi,23.099753737906774,8.304819700967458,69.60954265611258,6.330192172383465
1997-08-06,1997,218,TRUE,10.864892725865822,hypo,13.294768706913647,0.2989095378865627,357.86710558183347,6.312203292609648
1997-08-18,1997,230,TRUE,11.659293073106575,all,18.837649773736608,4.991369219348402,NA,NA
1997-08-18,1997,230,TRUE,11.659293073106575,epi,21.343508084272415,7.226261636452719,49.643148783276175,NA
1997-08-18,1997,230,TRUE,11.659293073106575,hypo,13.465358792184086,0.19999999999999998,NA,NA
1997-09-02,1997,245,TRUE,11.08060745824617,all,18.726123125938155,6.525969433218736,186.9869379831952,6.770399675299085
1997-09-02,1997,245,TRUE,11.08060745824617,epi,21.17486526212641,9.337840927649845,70.61709946104851,6.447475706353095
1997-09-02,1997,245,TRUE,11.08060745824617,hypo,13.47628308546958,0.4976190642839303,436.47136868254205,7.462713968889273
1997-10-01,1997,274,TRUE,15.77734608161154,all,16.815715305919483,7.673210002175304,306.8462138249455,6.252976087950551
1997-10-01,1997,274,TRUE,15.77734608161154,epi,17.395561974789917,9.000722163865547,247.05524553571428,6.298934151785715
1997-10-01,1997,274,TRUE,15.77734608161154,hypo,13.575768524128542,0.25561327020596375,640.9337678092307,5.996181164371625
1997-10-30,1997,303,FALSE,NA,all,11.18999824066546,8.782746447811395,175.986136570568,6.171828406676707
1997-11-30,1997,334,FALSE,NA,all,4.741073524773387,12.157289102883487,156.83582060830227,6.660337957286733
1998-02-06,1998,37,FALSE,NA,all,0.5939873164265002,14.036790655145873,143.15020198954548,NA
1998-03-13,1998,72,FALSE,NA,all,0.7,8.649999223578964,136.32409104704533,NA
1998-03-26,1998,85,FALSE,NA,all,2.0526560805663157,16.632509572127592,137.1126514921591,NA
1998-04-10,1998,100,FALSE,NA,all,5.497504850415195,8.831762263957271,149.32409104704533,7.201957430445591
1998-04-24,1998,114,TRUE,5.748109280816965,all,8.410030940581523,NA,157.21548843884466,6.100450652595848
1998-04-24,1998,114,TRUE,5.748109280816965,epi,9.82843949044586,NA,143.48353901273885,6.075160429936306
1998-04-24,1998,114,TRUE,5.748109280816965,hypo,7.647265467231256,NA,164.60000181126284,6.114050760026028
1998-05-11,1998,131,TRUE,9.68430189395835,all,11.418691130678729,10.126924989616823,NA,NA
1998-05-11,1998,131,TRUE,9.68430189395835,epi,12.932426216941357,10.306151782292066,103.25536604062859,NA
1998-05-11,1998,131,TRUE,9.68430189395835,hypo,9.318550822698498,9.878267602347947,NA,NA
1998-05-28,1998,148,TRUE,9.282503034033967,all,14.274003851170846,8.299261619307298,NA,NA
1998-05-28,1998,148,TRUE,9.282503034033967,epi,17.446339593714068,9.463894212341893,122.43991950939058,6.622832502874664
1998-05-28,1998,148,TRUE,9.282503034033967,hypo,9.872738250721182,6.683462477954018,NA,NA
1998-06-08,1998,159,TRUE,10.977400720164177,all,14.416926797932211,7.026101742312749,118.20469697829462,7.839310964091083
1998-06-08,1998,159,TRUE,10.977400720164177,epi,16.986772207563764,8.523799472295515,92.90026385224274,7.0575494722955145
1998-06-08,1998,159,TRUE,10.977400720164177,hypo,9.9817469271035,4.44129302202565,161.8764727289952,9.188517737076635
1998-06-22,1998,173,TRUE,9.08828602982074,all,16.98135031192864,6.940023751300281,NA,NA
1998-06-22,1998,173,TRUE,9.08828602982074,epi,20.277060176312762,9.224319662706018,93.95707167497126,NA
1998-06-22,1998,173,TRUE,9.08828602982074,hypo,12.40891673856804,3.770815372347968,NA,NA
1998-07-06,1998,187,TRUE,10.455712269207831,all,18.490424577393107,5.623921547589739,123.64302204209704,7.264489494749416
1998-07-06,1998,187,TRUE,10.455712269207831,epi,21.672295514511873,8.131169744942833,90.10540897097626,7.011728232189974
1998-07-06,1998,187,TRUE,10.455712269207831,hypo,12.9989775514386,1.2967753720280246,181.52407039278472,7.7007187167980735
1998-07-23,1998,204,TRUE,10.307581787123969,all,19.549972725030095,4.547523899208961,NA,NA
1998-07-23,1998,204,TRUE,10.307581787123969,epi,23.92849604221636,6.9377132805628845,51.57660510114336,NA
1998-07-23,1998,204,TRUE,10.307581787123969,hypo,11.993277521670413,0.4224042356221402,NA,NA
1998-08-02,1998,214,TRUE,9.828883258356681,all,18.861512068312035,4.452145784453254,176.52178376094693,8.665137105313427
1998-08-02,1998,214,TRUE,9.828883258356681,epi,23.276427750095824,7.444921425833653,33.831784208509006,10.30866160406286
1998-08-02,1998,214,TRUE,9.828883258356681,hypo,12.736303989439843,0.3,374.4884044235032,6.3849283169324496
1998-08-18,1998,230,TRUE,10.5578837019738,all,18.93184290616553,4.231732420388564,NA,NA
1998-08-18,1998,230,TRUE,10.5578837019738,epi,22.504678979771327,6.38401055408971,32.75452946350044,NA
1998-08-18,1998,230,TRUE,10.5578837019738,hypo,12.76564684782013,0.517213010295059,NA,NA
1998-09-02,1998,245,TRUE,11.855670414550616,all,19.292161070241697,5.255531009347937,113.52503439743428,6.295633380876346
1998-09-02,1998,245,TRUE,11.855670414550616,epi,22.663792258696716,7.2615384615384615,33.83317001469868,6.353059774620284
1998-09-02,1998,245,TRUE,11.855670414550616,hypo,12.063746059424465,0.9548665627511943,284.37582932323943,6.172517362737367
1998-09-28,1998,271,TRUE,12.765692031121603,all,17.482163763508897,5.52189504558615,NA,NA
1998-09-28,1998,271,TRUE,12.765692031121603,epi,19.67993264962498,7.4861166386040106,42.39346395224246,NA
1998-09-28,1998,271,TRUE,12.765692031121603,hypo,11.612210046165648,0.2757156522666031,NA,NA
1998-10-27,1998,300,TRUE,16.98363618319278,all,13.220908743961933,8.101252038531213,328.6374850146647,6.711611434122668
1998-10-27,1998,300,TRUE,16.98363618319278,epi,13.437418053454362,8.866565809379727,279.68995839636915,6.700770612708018
1998-10-27,1998,300,TRUE,16.98363618319278,hypo,11.580680420437817,2.3033982359782836,699.4535007970574,6.793739183623419
1998-11-23,1998,327,FALSE,NA,all,7.1,10.761120255953456,160.42287910977242,7.220710612038631
1999-01-25,1999,25,FALSE,NA,all,1.6140133318714216,12.778246408047032,146.0747441325164,5.858317526268626
1999-02-22,1999,53,FALSE,NA,all,2.802016700711232,11.37267943558727,143.76056508033233,5.884269189006821
1999-03-29,1999,88,FALSE,NA,all,3.8956676786505295,13.7,147.986136570568,NA
1999-04-12,1999,102,FALSE,NA,all,6.722107089662465,11.94697617339863,117.59710525714065,5.943384233494729
1999-04-26,1999,116,TRUE,5.35841603401644,all,8.338031768097222,11.328297743771923,NA,NA
1999-04-26,1999,116,TRUE,5.35841603401644,epi,8.995095541401273,11.54092356687898,110.0671974522293,NA
1999-04-26,1999,116,TRUE,5.35841603401644,hypo,7.98468818446364,11.213955767601337,NA,NA
1999-05-10,1999,130,TRUE,14.227184784823638,all,11.367452352559024,9.872866751018337,115.70531415088207,6.5109543634505265
1999-05-10,1999,130,TRUE,14.227184784823638,epi,11.696770203408466,10.004411764705882,113.00999862561846,6.529899841946124
1999-05-10,1999,130,TRUE,14.227184784823638,hypo,9.960471402922286,9.310852490932886,127.22080773109423,6.4300115076159505
1999-05-26,1999,146,TRUE,16.19310549597925,all,13.88124829166351,9.657602282273123,NA,NA
1999-05-26,1999,146,TRUE,16.19310549597925,epi,14.255433686333838,10.031707009581442,108.61743570347957,NA
1999-05-26,1999,146,TRUE,16.19310549597925,hypo,11.04649959644037,6.8234647057693705,NA,NA
1999-06-07,1999,158,TRUE,10.77243432361736,all,16.49610136217104,7.982904153440915,129.38616453286235,6.23557249021115
1999-06-07,1999,158,TRUE,10.77243432361736,epi,18.531257695690414,8.894230430958663,117.14942832014071,6.3608109058927
1999-06-07,1999,158,TRUE,10.77243432361736,hypo,12.983717165602265,6.410087381406571,150.50499367795277,6.019429177386383
1999-06-21,1999,172,TRUE,10.2953714333923,all,17.79504111394678,8.479233154931421,NA,NA
1999-06-21,1999,172,TRUE,10.2953714333923,epi,20.33834652594547,10.9667018469657,85.93245382585752,NA
1999-06-21,1999,172,TRUE,10.2953714333923,hypo,13.405665423724402,4.1862235322986,NA,NA
1999-07-06,1999,187,TRUE,10.329268240964103,all,20.03089803601161,6.163635236321598,136.79034655094915,6.340674862368806
1999-07-06,1999,187,TRUE,10.329268240964103,epi,23.717185576077398,8.953175021987686,73.56833773087071,6.598142480211082
1999-07-06,1999,187,TRUE,10.329268240964103,hypo,13.66890122697768,1.349294786155806,245.90234988828954,5.896323154766283
1999-07-19,1999,200,TRUE,11.585298598943858,all,20.579766398649035,5.940002367674872,NA,NA
1999-07-19,1999,200,TRUE,11.585298598943858,epi,23.773754695410748,8.66019924873428,48.16519679895476,NA
1999-07-19,1999,200,TRUE,11.585298598943858,hypo,13.732198661186542,0.10819252003904917,NA,NA
1999-08-02,1999,214,TRUE,10.91143537118256,all,21.556510409439458,4.0734069018371795,152.06985129231236,5.860623164310384
1999-08-02,1999,214,TRUE,10.91143537118256,epi,25.60524186455585,6.375690413368513,49.17493403693931,5.962486367634125
1999-08-02,1999,214,TRUE,10.91143537118256,hypo,14.568988053105288,0.09999999999999999,329.65153154094855,5.684822072436786
1999-08-16,1999,228,TRUE,12.676182757320092,all,19.930876652386203,5.257778917028561,NA,NA
1999-08-16,1999,228,TRUE,12.676182757320092,epi,22.399755089545383,7.188902495025256,40.84517067197306,NA
1999-08-16,1999,228,TRUE,12.676182757320092,hypo,13.336824724805295,0.09999999999999999,NA,NA
1999-08-30,1999,242,TRUE,12.90566738591178,all,19.714672211348983,5.401146456184691,129.69067182130195,6.171781965194177
1999-08-30,1999,242,TRUE,12.90566738591178,epi,22.055931425072707,7.380085718659116,36.96980713301699,6.269754706872799
1999-08-30,1999,242,TRUE,12.90566738591178,hypo,13.461474565463384,0.11565808953180304,377.3359942164659,5.910109565130742
1999-09-27,1999,270,TRUE,16.352735958348674,all,17.183215991481493,7.054934956103154,275.56013125325495,6.463664291569307
1999-09-27,1999,270,TRUE,16.352735958348674,epi,17.754261220373174,7.97298285426122,224.80109051941503,6.428094900403429
1999-09-27,1999,270,TRUE,16.352735958348674,hypo,12.857099203998962,0.1,660.0997913802963,6.73313040818829
1999-10-07,1999,280,TRUE,18.40788888710278,all,14.435299177900594,6.975561037702957,NA,NA
1999-10-07,1999,280,TRUE,18.40788888710278,epi,14.558222169755638,7.38212725770275,NA,NA
1999-10-07,1999,280,TRUE,18.40788888710278,hypo,12.385614747167725,0.19625605480603234,NA,NA
1999-10-26,1999,299,FALSE,NA,all,11.4,10.627507902117946,133.81367009185152,6.625785015449851
1999-11-22,1999,326,FALSE,NA,all,9.307795951014473,10.49603431153515,115.3247453500769,6.438122077875004
2000-01-24,2000,24,FALSE,NA,all,0.445787178161745,15.112493575036577,112.69309456677131,6.847000697778823
2000-02-28,2000,59,FALSE,NA,all,1.1999799521551127,13.620139851810265,119.4170688108692,5.483240910470453
2000-03-13,2000,73,FALSE,NA,all,2.838411986985675,12.993896884062957,113.62479201474636,5.381679359274932
2000-03-29,2000,89,FALSE,NA,all,4.231907491164857,13.651230535237955,NA,NA
2000-04-10,2000,101,FALSE,NA,all,5.672758497110774,13.137821499493064,96.82403832544165,5.820514064965346
2000-04-25,2000,116,FALSE,NA,all,7.086656228281768,11.81665994787478,78.21143955488621,NA
2000-05-09,2000,130,TRUE,7.149640231578995,all,11.639358866378913,10.304529671840056,78.24522941172336,6.415367495367387
2000-05-09,2000,130,TRUE,7.149640231578995,epi,15.735775248933143,10.263252726410622,65.89449976292082,6.505510609293504
2000-05-09,2000,130,TRUE,7.149640231578995,hypo,8.010160850427347,10.341098759175763,89.1872917782057,6.335505689422656
2000-05-22,2000,143,TRUE,12.603865257786106,all,12.237611904347704,9.189800449146789,NA,NA
2000-05-22,2000,143,TRUE,12.603865257786106,epi,13.106796265115568,9.553084341037808,79.15482932802693,NA
2000-05-22,2000,143,TRUE,12.603865257786106,hypo,9.916133971987694,8.219516610328276,NA,NA
2000-06-06,2000,158,TRUE,14.978368210958582,all,14.697161165023758,8.643378013016319,98.75435954341827,5.946753142243533
2000-06-06,2000,158,TRUE,14.978368210958582,epi,15.318622869708632,9.088620120945574,93.31696673996701,5.956981170973062
2000-06-06,2000,158,TRUE,14.978368210958582,hypo,12.04202183028985,6.741121083376126,121.98513209466202,5.9030548078299425
2000-06-19,2000,171,TRUE,12.417579398912844,all,16.959903203645723,7.873743912669472,NA,NA
2000-06-19,2000,171,TRUE,12.417579398912844,epi,18.74356344711465,9.370518904025715,97.70312260829634,NA
2000-06-19,2000,171,TRUE,12.417579398912844,hypo,12.195979597860932,3.876053354739754,NA,NA
2000-07-03,2000,185,TRUE,12.451463475366866,all,18.574668513350755,6.204073725310861,118.28679501581108,5.983307410233308
2000-07-03,2000,185,TRUE,12.451463475366866,epi,20.67703964487984,8.063768559620389,85.89200979641818,6.089819761212307
2000-07-03,2000,185,TRUE,12.451463475366866,hypo,12.95950974178261,1.2370716557390031,204.80903633171044,5.698826828802818
2000-07-17,2000,199,TRUE,10.346513094625898,all,20.261233864120175,6.328775530323772,NA,NA
2000-07-17,2000,199,TRUE,10.346513094625898,epi,23.658715919085314,9.662022867194372,45.35584872471416,NA
2000-07-17,2000,199,TRUE,10.346513094625898,hypo,14.39767336931067,0.5760748279490556,NA,NA
2000-07-31,2000,213,TRUE,12.446642610752688,all,19.71787857518736,4.906214937494531,131.43385209013218,6.3894766750819985
2000-07-31,2000,213,TRUE,12.446642610752688,epi,21.98483085871728,6.689132098576458,62.47195009949487,6.559913707332007
2000-07-31,2000,213,TRUE,12.446642610752688,hypo,13.663145037093502,0.14427600773614283,315.62208748751885,5.934261617052442
2000-08-16,2000,229,TRUE,11.535477863939542,all,20.749572680815472,4.7068501957973705,NA,NA
2000-08-16,2000,229,TRUE,11.535477863939542,epi,23.871827535521803,6.809031520496489,39.16519679895476,NA
2000-08-16,2000,229,TRUE,11.535477863939542,hypo,14.05579373588348,0.1999992997247894,NA,NA
2000-08-28,2000,241,TRUE,12.506123685318915,all,19.909537352862046,4.734815385904938,191.4744165682607,5.621929748126109
2000-08-28,2000,241,TRUE,12.506123685318915,epi,22.190326037042706,6.47013623144038,97.91581203122608,5.681145147711618
2000-08-28,2000,241,TRUE,12.506123685318915,hypo,13.81784859534202,0.09999999999999999,441.3572327101055,5.463773147986415
2000-09-25,2000,269,TRUE,16.768995998472597,all,16.815347559773056,5.491501528442415,198.84094356419106,5.576418963268173
2000-09-25,2000,269,TRUE,16.768995998472597,epi,17.288451840645486,6.203177004538578,156.25949739452008,5.571653429147756
2000-09-25,2000,269,TRUE,16.768995998472597,hypo,13.231210492934332,0.1,521.428892451232,5.612521632753163
2000-10-24,2000,298,TRUE,12.676315119862325,all,13.97982897997758,6.434845012412095,157.6813009088757,5.566538608741866
2000-10-24,2000,298,TRUE,12.676315119862325,epi,14.06154905862544,7.125271697535589,145.37016875861013,5.530913439461197
2000-10-24,2000,298,TRUE,12.676315119862325,hypo,13.761565320649732,4.590805490105582,190.56272733486531,5.661688784072447
2000-11-28,2000,333,FALSE,NA,all,5.425404108494472,11.498806118038278,137.3247453500769,5.609235506735963
2001-01-17,2001,17,FALSE,NA,all,1.4148049545660941,8.925051072750758,147.2062673835299,5.582913072279878
2001-03-07,2001,66,FALSE,NA,all,2.2506442777169937,10.104287784195032,145.94835072530003,5.889485860731816
2001-04-10,2001,100,FALSE,NA,all,4.006515855523783,14.932199064298997,109.53553060193154,NA
2001-04-23,2001,113,FALSE,NA,all,7.253735040632201,13.625138824086747,92.74066657913744,5.919001806588026
2001-05-07,2001,127,TRUE,12.137214989895861,all,11.253885616753148,10.305687705680228,95.78467021989557,5.723163262920857
2001-05-07,2001,127,TRUE,12.137214989895861,epi,11.890356650849533,10.350834226236033,91.12184295117098,5.7314097658043774
2001-05-07,2001,127,TRUE,12.137214989895861,hypo,9.553954592987608,10.185107244360664,108.23847299792509,5.701137930520347
2001-05-21,2001,141,TRUE,10.043582071401824,all,14.578338176191096,8.929107861469411,NA,NA
2001-05-21,2001,141,TRUE,10.043582071401824,epi,16.112049252418647,9.41386103781882,90.57660510114336,NA
2001-05-21,2001,141,TRUE,10.043582071401824,hypo,11.931375651730638,8.092494296308141,NA,NA
2001-06-04,2001,155,TRUE,14.932745917352557,all,13.946967713343959,7.86915588468358,110.50027940075897,5.227897320362242
2001-06-04,2001,155,TRUE,14.932745917352557,epi,14.581280923584387,8.855002748763056,99.91382627817482,5.225799202858713
2001-06-04,2001,155,TRUE,14.932745917352557,hypo,11.23692147500864,3.6572136731055043,155.72994985220345,5.236861339014582
2001-06-18,2001,169,TRUE,10.892384569229614,all,16.7106016083165,7.14715080971771,NA,NA
2001-06-18,2001,169,TRUE,10.892384569229614,epi,18.946385224274405,9.016868953386103,90.17792436235707,NA
2001-06-18,2001,169,TRUE,10.892384569229614,hypo,12.851963866193781,3.920288896607455,NA,NA
2001-07-02,2001,183,TRUE,10.037012232924624,all,18.479402437214087,6.691711797046573,134.17654898661164,NA
2001-07-02,2001,183,TRUE,10.037012232924624,epi,21.35503957783641,9.0215127528584,78.40782761653475,NA
2001-07-02,2001,183,TRUE,10.037012232924624,hypo,13.516470459245756,2.6708137836771297,230.42526088009564,NA
2001-07-16,2001,197,TRUE,9.086178147796502,all,19.57973454572964,4.50573715662259,NA,NA
2001-07-16,2001,197,TRUE,9.086178147796502,epi,23.486182445381374,7.3304906094288995,24.38769643541587,NA
2001-07-16,2001,197,TRUE,9.086178147796502,hypo,14.159969377083796,0.5867036082943021,NA,NA
2001-07-30,2001,211,TRUE,9.250470283547578,all,19.62927269115034,3.652359392508714,144.51287520187378,5.675128443677738
2001-07-30,2001,211,TRUE,9.250470283547578,epi,23.581372173246454,5.99658873131468,41.40436949022614,6.018935415868149
