datetime,layer,tp
1995-05-23 00:00:00,epi,83.632098576458
1995-06-06 00:00:00,epi,75.5305097292724
1995-06-21 00:00:00,epi,44.409076433121
1995-07-06 00:00:00,epi,42.4308510638298
1995-07-18 00:00:00,epi,29.1938482177079
1995-08-02 00:00:00,epi,33.7695956305098
1995-08-14 00:00:00,epi,23.8061517822921
1995-08-30 00:00:00,epi,25.1709762532982
1995-09-11 00:00:00,epi,30.9161947038114
1995-09-25 00:00:00,epi,58.7219626168224
1995-10-11 00:00:00,epi,109.477629559674
1996-05-28 00:00:00,epi,109.583333333333
1996-06-10 00:00:00,epi,104.451400581662
1996-06-26 00:00:00,epi,88
1996-07-08 00:00:00,epi,83.9939152932158
1996-07-22 00:00:00,epi,54.3558487247142
1996-08-05 00:00:00,epi,54.7135444151275
1996-08-19 00:00:00,epi,25.4233948988566
1996-09-05 00:00:00,epi,19.0170084323496
1996-09-16 00:00:00,epi,31.5355120159192
1996-10-16 00:00:00,epi,105.668224299065
1997-05-13 00:00:00,epi,126.678425608362
1997-05-28 00:00:00,epi,159.268724696356
1997-06-11 00:00:00,epi,117.634094754653
1997-06-25 00:00:00,epi,68
1997-07-24 00:00:00,epi,49.88962181
1997-08-06 00:00:00,epi,69.6095426561126
1997-08-18 00:00:00,epi,49.6431487832762
1997-09-02 00:00:00,epi,70.6170994610485
1997-10-01 00:00:00,epi,247.055245535714
1998-04-24 00:00:00,epi,143.483539012739
1998-05-11 00:00:00,epi,103.255366040629
1998-05-28 00:00:00,epi,122.439919509391
1998-06-08 00:00:00,epi,92.9002638522428
1998-06-22 00:00:00,epi,93.9570716749713
1998-07-06 00:00:00,epi,90.1054089709763
1998-07-23 00:00:00,epi,51.5766051011434
1998-08-02 00:00:00,epi,33.831784208509
1998-08-18 00:00:00,epi,32.7545294635004
1998-09-02 00:00:00,epi,33.8331700146987
1998-09-28 00:00:00,epi,42.3934639522425
1998-10-27 00:00:00,epi,279.689958396369
1999-04-26 00:00:00,epi,110.067197452229
1999-05-10 00:00:00,epi,113.009998625618
1999-05-26 00:00:00,epi,108.61743570348
1999-06-07 00:00:00,epi,117.149428320141
1999-06-21 00:00:00,epi,85.9324538258575
1999-07-06 00:00:00,epi,73.5683377308707
1999-07-19 00:00:00,epi,48.1651967989548
1999-08-02 00:00:00,epi,49.1749340369393
1999-08-16 00:00:00,epi,40.8451706719731
1999-08-30 00:00:00,epi,36.969807133017
1999-09-27 00:00:00,epi,224.801090519415
1999-10-07 00:00:00,epi,NA
2000-05-09 00:00:00,epi,65.8944997629208
2000-05-22 00:00:00,epi,79.1548293280269
2000-06-06 00:00:00,epi,93.316966739967
2000-06-19 00:00:00,epi,97.7031226082963
2000-07-03 00:00:00,epi,85.8920097964182
2000-07-17 00:00:00,epi,45.3558487247142
2000-07-31 00:00:00,epi,62.4719500994949
2000-08-16 00:00:00,epi,39.1651967989548
2000-08-28 00:00:00,epi,97.9158120312261
2000-09-25 00:00:00,epi,156.25949739452
2000-10-24 00:00:00,epi,145.37016875861
2001-05-07 00:00:00,epi,91.121842951171
2001-05-21 00:00:00,epi,90.5766051011434
2001-06-04 00:00:00,epi,99.9138262781748
2001-06-18 00:00:00,epi,90.1779243623571
2001-07-02 00:00:00,epi,78.4078276165347
2001-07-16 00:00:00,epi,24.3876964354159
2001-07-30 00:00:00,epi,41.4043694902261
2001-08-13 00:00:00,epi,36.6441512752858
2001-08-27 00:00:00,epi,42.0081509260677
2001-09-26 00:00:00,epi,179.719123788671
2002-05-06 00:00:00,epi,85.1771963123644
2002-05-20 00:00:00,epi,94.3219424460432
2002-06-03 00:00:00,epi,80.8348032010452
2002-06-18 00:00:00,epi,73.6726236105788
2002-07-01 00:00:00,epi,33.2139382402707
2002-07-15 00:00:00,epi,35.607127749577
2002-07-26 00:00:00,epi,26.4184553468762
2002-08-12 00:00:00,epi,21.9770008795075
2002-08-26 00:00:00,epi,20.6441512752858
2002-09-23 00:00:00,epi,67.3790967804126
2003-04-28 00:00:00,epi,50.5044096031357
2003-05-27 00:00:00,epi,NA
2003-06-09 00:00:00,epi,37.43781882146
2003-06-23 00:00:00,epi,26.7163705583756
2003-07-07 00:00:00,epi,23.69120135
2003-07-24 00:00:00,epi,23.1779243623571
2003-08-04 00:00:00,epi,20.8788038698329
2003-08-18 00:00:00,epi,20
2003-09-02 00:00:00,epi,84.0895292340356
2003-09-29 00:00:00,epi,182.599911749874
2004-05-10 00:00:00,epi,77.5914808917197
2004-05-24 00:00:00,epi,70.46875
2004-06-07 00:00:00,epi,75.5494283201407
2004-06-21 00:00:00,epi,62
2004-07-06 00:00:00,epi,49.0889603817235
2004-07-19 00:00:00,epi,29.8220756376429
2004-08-03 00:00:00,epi,26.6901055408971
2004-08-16 00:00:00,epi,37.1651967989548
2004-09-07 00:00:00,epi,59.7045739348371
2004-10-05 00:00:00,epi,187.867845436208
2005-05-09 00:00:00,epi,151.191441441441
2005-05-23 00:00:00,epi,108.53125
2005-06-06 00:00:00,epi,86.7560807952623
2005-06-20 00:00:00,epi,78.1442470389171
2005-07-05 00:00:00,epi,54.4201801456497
2005-07-18 00:00:00,epi,45.7163705583756
2005-08-01 00:00:00,epi,36.301078680203
2005-08-15 00:00:00,epi,23
2005-08-29 00:00:00,epi,29.7568601583113
2005-09-26 00:00:00,epi,133.824181080667
2006-05-02 00:00:00,epi,114.274267895879
2006-05-15 00:00:00,epi,125.646145673474
2006-05-30 00:00:00,epi,94.8009720246562
2006-06-12 00:00:00,epi,92.388272
2006-06-26 00:00:00,epi,58
2006-07-10 00:00:00,epi,77.221924108854
2006-07-24 00:00:00,epi,59.8401934916447
2006-08-07 00:00:00,epi,35.1171904944423
2006-08-21 00:00:00,epi,19.6696064020905
2006-09-06 00:00:00,epi,27.854837291117
2006-10-02 00:00:00,epi,209.559709821429
2007-05-14 00:00:00,epi,83.25355101
2007-05-29 00:00:00,epi,77.339212804181
2007-06-11 00:00:00,epi,76.5408704883227
2007-06-25 00:00:00,epi,53.2954197010349
2007-07-09 00:00:00,epi,44.574741280184
2007-07-23 00:00:00,epi,31
2007-08-06 00:00:00,epi,28.4274846086192
2007-08-20 00:00:00,epi,26
2007-09-04 00:00:00,epi,36.3126735260493
2007-10-01 00:00:00,epi,198.648995535714
2007-10-29 00:00:00,epi,135.045561290923
2008-05-12 00:00:00,epi,54.1088212477544
2008-05-28 00:00:00,epi,73.6441512752858
2008-06-09 00:00:00,epi,83.61129988
2008-06-23 00:00:00,epi,105.337730870712
2008-07-07 00:00:00,epi,93.3346965699209
2008-07-21 00:00:00,epi,52.1779243623571
2008-08-04 00:00:00,epi,63.490765171504
2008-08-18 00:00:00,epi,36.3303935979095
2008-09-05 00:00:00,epi,52.1775218123374
2008-09-29 00:00:00,epi,168.365654205607
2009-05-11 00:00:00,epi,125.6419896
2009-05-28 00:00:00,epi,147
2009-06-09 00:00:00,epi,111.877774376244
2009-06-23 00:00:00,epi,116.230085348506
2009-07-06 00:00:00,epi,108.722834419318
2009-07-20 00:00:00,epi,80.9559039686428
2009-08-05 00:00:00,epi,67.1318389678262
2009-08-19 00:00:00,epi,47.2883025505717
2009-09-02 00:00:00,epi,68.0307981492192
2009-09-30 00:00:00,epi,182.494158878505
2010-05-24 00:00:00,epi,68.0801247288503
2010-06-07 00:00:00,epi,50.6863442389758
2010-06-21 00:00:00,epi,34.7860617597293
2010-07-05 00:00:00,epi,38.7302127251821
2010-07-19 00:00:00,epi,42.0307589114603
2010-08-03 00:00:00,epi,31.7061565523307
2010-08-16 00:00:00,epi,33.1548293280269
2010-08-30 00:00:00,epi,36.42503675
2010-10-05 00:00:00,epi,212.338044337672
2011-05-17 00:00:00,epi,68.2339851523037
2011-05-31 00:00:00,epi,73.1462550607287
2011-06-13 00:00:00,epi,69.9961620120856
2011-06-27 00:00:00,epi,NA
2011-07-11 00:00:00,epi,36.8173629743197
2011-07-25 00:00:00,epi,22
2011-08-04 00:00:00,epi,14.3925549915398
2011-08-22 00:00:00,epi,19.2883025505717
2011-09-12 00:00:00,epi,24.2244406336763
2011-10-03 00:00:00,epi,208.118475794251
2012-04-17 00:00:00,epi,58.7376797800338
2012-05-14 00:00:00,epi,81.98053612
2012-05-29 00:00:00,epi,54.1740160052262
2012-06-11 00:00:00,epi,45.1383905013193
2012-06-25 00:00:00,epi,35.1740160052262
2012-07-10 00:00:00,epi,19.4540053660406
2012-07-23 00:00:00,epi,19.6441512752858
2012-08-06 00:00:00,epi,14.9256083619141
2012-08-20 00:00:00,epi,18.6903413439461
2012-09-04 00:00:00,epi,19.3657520823126
2012-10-01 00:00:00,epi,170.974281391831
2013-05-14 00:00:00,epi,68.0615178229207
2013-05-28 00:00:00,epi,58.3480320104524
2013-06-10 00:00:00,epi,46.5149516270888
2013-06-24 00:00:00,epi,37.8606175972927
2013-07-08 00:00:00,epi,34.0987926408586
2013-07-22 00:00:00,epi,30
2013-08-05 00:00:00,epi,39.2191292875989
2013-08-21 00:00:00,epi,20
2013-09-04 00:00:00,epi,21.2524186455585
2013-09-30 00:00:00,epi,109.0240023
2014-05-14 00:00:00,epi,80.9430803571429
2014-05-28 00:00:00,epi,NA
2014-06-09 00:00:00,epi,53.445945945946
2014-06-23 00:00:00,epi,30
2014-07-07 00:00:00,epi,39.3416878172589
2014-07-21 00:00:00,epi,NA
2014-08-04 00:00:00,epi,29.5796282100422
2014-08-20 00:00:00,epi,30
2014-09-02 00:00:00,epi,23.5766780989711
2014-09-28 00:00:00,epi,NA
2015-05-01 00:00:00,epi,74.3168838635493
2015-05-13 00:00:00,epi,70.4910406285933
2015-05-27 00:00:00,epi,55.1828352114976
2015-06-08 00:00:00,epi,55.9083461096205
2015-06-23 00:00:00,epi,53.8220756376429
2015-07-08 00:00:00,epi,41.3720295132235
2015-07-20 00:00:00,epi,NA
2015-08-03 00:00:00,epi,34.0071240105541
2015-08-18 00:00:00,epi,22.1779243623571
2015-08-31 00:00:00,epi,29.6214274048669
2015-10-07 00:00:00,epi,132.428738317757
2016-04-25 00:00:00,epi,50.4029160739687
2016-05-11 00:00:00,epi,59.4403556969346
2016-05-23 00:00:00,epi,52.2573210412148
2016-06-07 00:00:00,epi,42.97441548
2016-06-20 00:00:00,epi,24.3876964354159
2016-07-05 00:00:00,epi,30.9506995
2016-07-18 00:00:00,epi,22.8061517822921
2016-08-01 00:00:00,epi,18.8625431199693
2016-08-15 00:00:00,epi,15.6013192612137
2016-08-30 00:00:00,epi,43.542656112577
2016-10-04 00:00:00,epi,117.043224299065
2016-11-09 00:00:00,epi,91.5372476931949
2017-04-17 00:00:00,epi,99.8667437051454
2017-05-15 00:00:00,epi,72.2531621310847
2017-05-30 00:00:00,epi,92.1073499747857
2017-06-12 00:00:00,epi,70.9961400169205
2017-06-26 00:00:00,epi,66.3096586560539
2017-07-10 00:00:00,epi,50.6910729991205
2017-07-24 00:00:00,epi,46
2017-08-07 00:00:00,epi,41.4134411236322
2017-08-23 00:00:00,epi,32.8451706719731
2017-09-06 00:00:00,epi,42.9817894447499
2017-09-25 00:00:00,epi,23.7116974494283
2017-10-04 00:00:00,epi,181.757009345794
2018-05-07 00:00:00,epi,96.61171367
2018-05-14 00:00:00,epi,102.194992242365
2018-05-29 00:00:00,epi,81.96407767
2018-06-11 00:00:00,epi,68.4774774774775
2018-06-25 00:00:00,epi,70.35332064
2018-07-09 00:00:00,epi,37.9225359560068
2018-07-23 00:00:00,epi,38.6418147208122
2018-08-06 00:00:00,epi,22.9893637408969
2018-08-22 00:00:00,epi,24.8220756376429
2018-09-04 00:00:00,epi,27.2398416886544
2018-09-19 00:00:00,epi,32.22075638
2018-10-02 00:00:00,epi,113.884326200116
2018-10-18 00:00:00,epi,82.7611852201629
2019-05-12 00:00:00,epi,NA
2019-05-28 00:00:00,epi,NA
2019-06-11 00:00:00,epi,NA
2019-06-24 00:00:00,epi,NA
2019-07-08 00:00:00,epi,NA
2019-07-22 00:00:00,epi,NA
2019-08-05 00:00:00,epi,NA
2019-09-04 00:00:00,epi,NA
2019-10-04 00:00:00,epi,NA
2020-05-07 00:00:00,epi,NA
2020-05-15 00:00:00,epi,NA
2020-06-02 00:00:00,epi,NA
2020-06-12 00:00:00,epi,NA
2020-06-24 00:00:00,epi,NA
2020-07-08 00:00:00,epi,NA
2020-07-22 00:00:00,epi,NA
2020-08-06 00:00:00,epi,NA
2020-08-20 00:00:00,epi,NA
2020-09-02 00:00:00,epi,NA
2020-09-18 00:00:00,epi,NA
2020-10-08 00:00:00,epi,NA
