"datetime","lake","depth","variable","unit","observation"
1995-05-09 00:00:00,"Mendota",0,"do","MilliGM-PER-L",13.2
1995-05-09 00:00:00,"Mendota",1,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",2,"do","MilliGM-PER-L",13.2
1995-05-09 00:00:00,"Mendota",3,"do","MilliGM-PER-L",13.2
1995-05-09 00:00:00,"Mendota",4,"do","MilliGM-PER-L",13.2
1995-05-09 00:00:00,"Mendota",5,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",6,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",7,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",8,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",9,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",10,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",11,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",12,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",13,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",14,"do","MilliGM-PER-L",13
1995-05-09 00:00:00,"Mendota",15,"do","MilliGM-PER-L",13
1995-05-09 00:00:00,"Mendota",16,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",17,"do","MilliGM-PER-L",13
1995-05-09 00:00:00,"Mendota",18,"do","MilliGM-PER-L",13
1995-05-09 00:00:00,"Mendota",20,"do","MilliGM-PER-L",13
1995-05-09 00:00:00,"Mendota",21,"do","MilliGM-PER-L",12.9
1995-05-09 00:00:00,"Mendota",22,"do","MilliGM-PER-L",13.1
1995-05-09 00:00:00,"Mendota",23,"do","MilliGM-PER-L",13
1995-05-23 00:00:00,"Mendota",0,"do","MilliGM-PER-L",9.2
1995-05-23 00:00:00,"Mendota",1,"do","MilliGM-PER-L",9.2
1995-05-23 00:00:00,"Mendota",2,"do","MilliGM-PER-L",9.3
1995-05-23 00:00:00,"Mendota",3,"do","MilliGM-PER-L",9.3
1995-05-23 00:00:00,"Mendota",4,"do","MilliGM-PER-L",9.5
1995-05-23 00:00:00,"Mendota",5,"do","MilliGM-PER-L",9.6
1995-05-23 00:00:00,"Mendota",6,"do","MilliGM-PER-L",9.6
1995-05-23 00:00:00,"Mendota",7,"do","MilliGM-PER-L",9.5
1995-05-23 00:00:00,"Mendota",8,"do","MilliGM-PER-L",9.4
1995-05-23 00:00:00,"Mendota",9,"do","MilliGM-PER-L",9.2
1995-05-23 00:00:00,"Mendota",10,"do","MilliGM-PER-L",9.1
1995-05-23 00:00:00,"Mendota",11,"do","MilliGM-PER-L",9.1
1995-05-23 00:00:00,"Mendota",12,"do","MilliGM-PER-L",9.1
1995-05-23 00:00:00,"Mendota",13,"do","MilliGM-PER-L",9
1995-05-23 00:00:00,"Mendota",14,"do","MilliGM-PER-L",8.9
1995-05-23 00:00:00,"Mendota",15,"do","MilliGM-PER-L",9.3
1995-05-23 00:00:00,"Mendota",16,"do","MilliGM-PER-L",9.3
1995-05-23 00:00:00,"Mendota",17,"do","MilliGM-PER-L",9.1
1995-05-23 00:00:00,"Mendota",18,"do","MilliGM-PER-L",9
1995-05-23 00:00:00,"Mendota",19,"do","MilliGM-PER-L",7.3
1995-05-23 00:00:00,"Mendota",20,"do","MilliGM-PER-L",8.3
1995-05-23 00:00:00,"Mendota",21.5,"do","MilliGM-PER-L",8.4
1995-05-23 00:00:00,"Mendota",22,"do","MilliGM-PER-L",8
1995-05-23 00:00:00,"Mendota",22.5,"do","MilliGM-PER-L",7.4
1995-06-06 00:00:00,"Mendota",0,"do","MilliGM-PER-L",10.1
1995-06-06 00:00:00,"Mendota",1,"do","MilliGM-PER-L",10.1
1995-06-06 00:00:00,"Mendota",2,"do","MilliGM-PER-L",10.3
1995-06-06 00:00:00,"Mendota",3,"do","MilliGM-PER-L",10.3
1995-06-06 00:00:00,"Mendota",4,"do","MilliGM-PER-L",10.2
1995-06-06 00:00:00,"Mendota",5,"do","MilliGM-PER-L",9.4
1995-06-06 00:00:00,"Mendota",6,"do","MilliGM-PER-L",9.2
1995-06-06 00:00:00,"Mendota",7,"do","MilliGM-PER-L",9.5
1995-06-06 00:00:00,"Mendota",8,"do","MilliGM-PER-L",9.1
1995-06-06 00:00:00,"Mendota",9,"do","MilliGM-PER-L",8.9
1995-06-06 00:00:00,"Mendota",10,"do","MilliGM-PER-L",9
1995-06-06 00:00:00,"Mendota",11,"do","MilliGM-PER-L",8.5
1995-06-06 00:00:00,"Mendota",12,"do","MilliGM-PER-L",7.7
1995-06-06 00:00:00,"Mendota",13,"do","MilliGM-PER-L",6.8
1995-06-06 00:00:00,"Mendota",14,"do","MilliGM-PER-L",5.9
1995-06-06 00:00:00,"Mendota",15,"do","MilliGM-PER-L",5.8
1995-06-06 00:00:00,"Mendota",16,"do","MilliGM-PER-L",4.9
1995-06-06 00:00:00,"Mendota",17,"do","MilliGM-PER-L",4.7
1995-06-06 00:00:00,"Mendota",18,"do","MilliGM-PER-L",3.5
1995-06-06 00:00:00,"Mendota",19,"do","MilliGM-PER-L",3.2
1995-06-06 00:00:00,"Mendota",20,"do","MilliGM-PER-L",2
1995-06-06 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.9
1995-06-06 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.6
1995-06-06 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.5
1995-06-06 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.3
1995-06-21 00:00:00,"Mendota",0,"do","MilliGM-PER-L",12.8
1995-06-21 00:00:00,"Mendota",1,"do","MilliGM-PER-L",15.6
1995-06-21 00:00:00,"Mendota",2,"do","MilliGM-PER-L",18.2
1995-06-21 00:00:00,"Mendota",3,"do","MilliGM-PER-L",15.1
1995-06-21 00:00:00,"Mendota",4,"do","MilliGM-PER-L",13
1995-06-21 00:00:00,"Mendota",5,"do","MilliGM-PER-L",9.7
1995-06-21 00:00:00,"Mendota",6,"do","MilliGM-PER-L",8.1
1995-06-21 00:00:00,"Mendota",7,"do","MilliGM-PER-L",7
1995-06-21 00:00:00,"Mendota",8,"do","MilliGM-PER-L",6.3
1995-06-21 00:00:00,"Mendota",9,"do","MilliGM-PER-L",6.2
1995-06-21 00:00:00,"Mendota",10,"do","MilliGM-PER-L",5.5
1995-06-21 00:00:00,"Mendota",11,"do","MilliGM-PER-L",5.1
1995-06-21 00:00:00,"Mendota",12,"do","MilliGM-PER-L",4.7
1995-06-21 00:00:00,"Mendota",13,"do","MilliGM-PER-L",3.8
1995-06-21 00:00:00,"Mendota",14,"do","MilliGM-PER-L",3.3
1995-06-21 00:00:00,"Mendota",15,"do","MilliGM-PER-L",1.6
1995-07-06 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",1,"do","MilliGM-PER-L",8
1995-07-06 00:00:00,"Mendota",2,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",3,"do","MilliGM-PER-L",8
1995-07-06 00:00:00,"Mendota",4,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",5,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",6,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",7,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",8,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",9,"do","MilliGM-PER-L",8
1995-07-06 00:00:00,"Mendota",10,"do","MilliGM-PER-L",8.1
1995-07-06 00:00:00,"Mendota",11,"do","MilliGM-PER-L",7.9
1995-07-06 00:00:00,"Mendota",12,"do","MilliGM-PER-L",2.2
1995-07-06 00:00:00,"Mendota",13,"do","MilliGM-PER-L",1.8
1995-07-06 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.6
1995-07-06 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.3
1995-07-06 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.2
1995-07-06 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.3
1995-07-06 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.1
1995-07-06 00:00:00,"Mendota",25,"do","MilliGM-PER-L",0.1
1995-07-18 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",1,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",2,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",3,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",4,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",5,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",6,"do","MilliGM-PER-L",8.1
1995-07-18 00:00:00,"Mendota",7,"do","MilliGM-PER-L",8
1995-07-18 00:00:00,"Mendota",8,"do","MilliGM-PER-L",8
1995-07-18 00:00:00,"Mendota",9,"do","MilliGM-PER-L",2.3
1995-07-18 00:00:00,"Mendota",10,"do","MilliGM-PER-L",1
1995-07-18 00:00:00,"Mendota",11,"do","MilliGM-PER-L",0.5
1995-07-18 00:00:00,"Mendota",12,"do","MilliGM-PER-L",0.5
1995-07-18 00:00:00,"Mendota",13,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.4
1995-07-18 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.4
1995-08-02 00:00:00,"Mendota",0,"do","MilliGM-PER-L",7.2
1995-08-02 00:00:00,"Mendota",1,"do","MilliGM-PER-L",7.1
1995-08-02 00:00:00,"Mendota",2,"do","MilliGM-PER-L",7.1
1995-08-02 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.1
1995-08-02 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.1
1995-08-02 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.1
1995-08-02 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7
1995-08-02 00:00:00,"Mendota",7,"do","MilliGM-PER-L",1.5
1995-08-02 00:00:00,"Mendota",8,"do","MilliGM-PER-L",0.6
1995-08-02 00:00:00,"Mendota",9,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",9.5,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",10,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",10.5,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",11,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",11.5,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",12,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",12.5,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",13,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",13.5,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.2
1995-08-02 00:00:00,"Mendota",24.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",0,"do","MilliGM-PER-L",7.5
1995-08-14 00:00:00,"Mendota",1,"do","MilliGM-PER-L",7.6
1995-08-14 00:00:00,"Mendota",2,"do","MilliGM-PER-L",7.5
1995-08-14 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.5
1995-08-14 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.4
1995-08-14 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.3
1995-08-14 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7.1
1995-08-14 00:00:00,"Mendota",7,"do","MilliGM-PER-L",2
1995-08-14 00:00:00,"Mendota",7.5,"do","MilliGM-PER-L",0.5
1995-08-14 00:00:00,"Mendota",8,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",8.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",9,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",9.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",10,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",10.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",11,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",11.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",12,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",12.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",13,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",13.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",14.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",15.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",16.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",17.5,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.2
1995-08-14 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.2
1995-08-30 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8.3
1995-08-30 00:00:00,"Mendota",1,"do","MilliGM-PER-L",7.9
1995-08-30 00:00:00,"Mendota",2,"do","MilliGM-PER-L",7.8
1995-08-30 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.7
1995-08-30 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.6
1995-08-30 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.5
1995-08-30 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7.4
1995-08-30 00:00:00,"Mendota",7,"do","MilliGM-PER-L",7.4
1995-08-30 00:00:00,"Mendota",8,"do","MilliGM-PER-L",6.6
1995-08-30 00:00:00,"Mendota",8.5,"do","MilliGM-PER-L",3.7
1995-08-30 00:00:00,"Mendota",9,"do","MilliGM-PER-L",0.8
1995-08-30 00:00:00,"Mendota",9.5,"do","MilliGM-PER-L",0.6
1995-08-30 00:00:00,"Mendota",10,"do","MilliGM-PER-L",0.5
1995-08-30 00:00:00,"Mendota",10.5,"do","MilliGM-PER-L",0.5
1995-08-30 00:00:00,"Mendota",11,"do","MilliGM-PER-L",0.5
1995-08-30 00:00:00,"Mendota",11.5,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",12,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",12.5,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",13,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.4
1995-08-30 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.3
1995-08-30 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",0,"do","MilliGM-PER-L",7.8
1995-09-11 00:00:00,"Mendota",1,"do","MilliGM-PER-L",7.6
1995-09-11 00:00:00,"Mendota",2,"do","MilliGM-PER-L",7.5
1995-09-11 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.4
1995-09-11 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.4
1995-09-11 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.4
1995-09-11 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7.3
1995-09-11 00:00:00,"Mendota",7,"do","MilliGM-PER-L",7.3
1995-09-11 00:00:00,"Mendota",8,"do","MilliGM-PER-L",7.3
1995-09-11 00:00:00,"Mendota",9,"do","MilliGM-PER-L",7.2
1995-09-11 00:00:00,"Mendota",10,"do","MilliGM-PER-L",7.2
1995-09-11 00:00:00,"Mendota",10.5,"do","MilliGM-PER-L",7.1
1995-09-11 00:00:00,"Mendota",11,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",11.5,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",12,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",12.5,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",13,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",13.5,"do","MilliGM-PER-L",0.3
1995-09-11 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",14.5,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",15.5,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.2
1995-09-11 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.2
1995-09-25 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8
1995-09-25 00:00:00,"Mendota",1,"do","MilliGM-PER-L",7.7
1995-09-25 00:00:00,"Mendota",2,"do","MilliGM-PER-L",7.7
1995-09-25 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.8
1995-09-25 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.8
1995-09-25 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.7
1995-09-25 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7.7
1995-09-25 00:00:00,"Mendota",7,"do","MilliGM-PER-L",7.6
1995-09-25 00:00:00,"Mendota",8,"do","MilliGM-PER-L",7.6
1995-09-25 00:00:00,"Mendota",9,"do","MilliGM-PER-L",7.6
1995-09-25 00:00:00,"Mendota",10,"do","MilliGM-PER-L",7.6
1995-09-25 00:00:00,"Mendota",11,"do","MilliGM-PER-L",7.6
1995-09-25 00:00:00,"Mendota",12,"do","MilliGM-PER-L",7.4
1995-09-25 00:00:00,"Mendota",13,"do","MilliGM-PER-L",7.3
1995-09-25 00:00:00,"Mendota",13.5,"do","MilliGM-PER-L",3.4
1995-09-25 00:00:00,"Mendota",14,"do","MilliGM-PER-L",0.4
1995-09-25 00:00:00,"Mendota",14.5,"do","MilliGM-PER-L",0.2
1995-09-25 00:00:00,"Mendota",15,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",16,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",17,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",18,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",19,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.3
1995-09-25 00:00:00,"Mendota",23,"do","MilliGM-PER-L",0.2
1995-09-25 00:00:00,"Mendota",24,"do","MilliGM-PER-L",0.2
1995-10-11 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8.1
1995-10-11 00:00:00,"Mendota",1,"do","MilliGM-PER-L",8
1995-10-11 00:00:00,"Mendota",2,"do","MilliGM-PER-L",8
1995-10-11 00:00:00,"Mendota",3,"do","MilliGM-PER-L",7.9
1995-10-11 00:00:00,"Mendota",4,"do","MilliGM-PER-L",7.9
1995-10-11 00:00:00,"Mendota",5,"do","MilliGM-PER-L",7.8
1995-10-11 00:00:00,"Mendota",6,"do","MilliGM-PER-L",7.8
1995-10-11 00:00:00,"Mendota",7,"do","MilliGM-PER-L",7.8
1995-10-11 00:00:00,"Mendota",8,"do","MilliGM-PER-L",7.7
1995-10-11 00:00:00,"Mendota",9,"do","MilliGM-PER-L",7.6
1995-10-11 00:00:00,"Mendota",10,"do","MilliGM-PER-L",7.6
1995-10-11 00:00:00,"Mendota",11,"do","MilliGM-PER-L",7.6
1995-10-11 00:00:00,"Mendota",12,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",13,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",14,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",15,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",16,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",17,"do","MilliGM-PER-L",7.5
1995-10-11 00:00:00,"Mendota",18,"do","MilliGM-PER-L",7.4
1995-10-11 00:00:00,"Mendota",19,"do","MilliGM-PER-L",7.4
1995-10-11 00:00:00,"Mendota",19.5,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",20,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",20.5,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",21,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",21.5,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",22,"do","MilliGM-PER-L",0.3
1995-10-11 00:00:00,"Mendota",22.5,"do","MilliGM-PER-L",0.2
1995-10-25 00:00:00,"Mendota",0,"do","MilliGM-PER-L",8.8
1995-10-25 00:00:00,"Mendota",1,"do","MilliGM-PER-L",8.7
1995-10-25 00:00:00,"Mendota",2,"do","MilliGM-PER-L",8.7
1995-10-25 00:00:00,"Mendota",3,"do","MilliGM-PER-L",8.6
1995-10-25 00:00:00,"Mendota",4,"do","MilliGM-PER-L",8.6
1995-10-25 00:00:00,"Mendota",5,"do","MilliGM-PER-L",8.6
1995-10-25 00:00:00,"Mendota",6,"do","MilliGM-PER-L",8.6
1995-10-25 00:00:00,"Mendota",7,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",8,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",9,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",10,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",11,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",12,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",13,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",14,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",15,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",16,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",17,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",18,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",19,"do","MilliGM-PER-L",8.4
1995-10-25 00:00:00,"Mendota",20,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",21,"do","MilliGM-PER-L",8.5
1995-10-25 00:00:00,"Mendota",22,"do","MilliGM-PER-L",8.4
1995-11-10 00:00:00,"Mendota",0,"do","MilliGM-PER-L",11.5
1995-11-10 00:00:00,"Mendota",1,"do","MilliGM-PER-L",11.5
1995-11-10 00:00:00,"Mendota",2,"do","MilliGM-PER-L",11.4
1995-11-10 00:00:00,"Mendota",3,"do","MilliGM-PER-L",11.4
1995-11-10 00:00:00,"Mendota",4,"do","MilliGM-PER-L",11.3
1995-11-10 00:00:00,"Mendota",5,"do","MilliGM-PER-L",11.9
1995-11-10 00:00:00,"Mendota",6,"do","MilliGM-PER-L",11.2
1995-11-10 00:00:00,"Mendota",7,"do","MilliGM-PER-L",11.2
1995-11-10 00:00:00,"Mendota",8,"do","MilliGM-PER-L",11.2
1995-11-10 00:00:00,"Mendota",9,"do","MilliGM-PER-L",11.2
1995-11-10 00:00:00,"Mendota",10,"do","MilliGM-PER-L",11.1
1995-11-10 00:00:00,"Mendota",11,"do","MilliGM-PER-L",11.1
1995-11-10 00:00:00,"Mendota",12,"do","MilliGM-PER-L",11.1
1995-11-10 00:00:00,"Mendota",13,"do","MilliGM-PER-L",11.1
1995-11-10 00:00:00,"Mendota",14,"do","MilliGM-PER-L",11.1
